"decision_id","session_id","meeting_record_id","page_number","draft_resolution_id","resolution_id","decision_mode","decision_topic","important","request_by"
"A/RES/73/279[A]-A0200","RS-073","A/73/PV.65",24,"A/73/686","A/RES/73/279[A]","recorded vote","amendment","not important","Canada, Kuwait"
"A/RES/73/282-FP","RS-073","A/73/PV.66",0,"A/73/L.73/Add.1","A/RES/73/282","adopted without vote","draft resolution","not important","not available"
"A/RES/73/283-FP","RS-073","A/73/PV.69",0,"A/73/L.75/Add.1","A/RES/73/283","adopted without vote","draft resolution","not important","not available"
"A/RES/73/284-FP","RS-073","A/73/PV.69",0,"A/73/L.76/Add.1","A/RES/73/284","adopted without vote","draft resolution","not important","not available"
"A/RES/73/285-FP","RS-073","A/73/PV.73",0,"A/73/L.79/Add.1","A/RES/73/285","adopted without vote","draft resolution","not important","not available"
"A/RES/73/286-FP","RS-073","A/73/PV.73",0,"A/73/L.78/Add.1","A/RES/73/286","adopted without vote","draft resolution","not important","not available"
"A/RES/73/279[B]-FP","RS-073","A/73/PV.75",0,"A/73/686/Add.1","A/RES/73/279[B]","adopted without vote","draft resolution","not important","not available"
"A/RES/73/287-FP","RS-073","A/73/PV.75",0,"A/73/826","A/RES/73/287","adopted without vote","draft resolution","not important","not available"
"A/RES/73/288-FP","RS-073","A/73/PV.75",0,"A/73/670/Add.1","A/RES/73/288","adopted without vote","draft resolution","not important","not available"
"A/RES/73/289-FP","RS-073","A/73/PV.75",0,"A/73/687/Add.1","A/RES/73/289","adopted without vote","draft resolution","not important","not available"
"A/RES/73/290-FP","RS-073","A/73/PV.75",0,"A/73/L.81/Add.1","A/RES/73/290","adopted without vote","draft resolution","not important","not available"
"A/RES/73/291-FP","RS-073","A/73/PV.75",0,"A/73/L.80","A/RES/73/291","adopted without vote","draft resolution","not important","not available"
"A/RES/73/292-FP","RS-073","A/73/PV.80",0,"A/73/L.82/Add.1","A/RES/73/292","adopted without vote","draft resolution","not important","not available"
"A/RES/73/293-FP","RS-073","A/73/PV.82",0,"A/73/525/Add.1","A/RES/73/293","adopted without vote","draft resolution","not important","not available"
"A/RES/73/294-FP","RS-073","A/73/PV.83",0,"A/73/L.86","A/RES/73/294","adopted without vote","draft resolution","important","not available"
"A/RES/73/295-FP","RS-073","A/73/PV.83",25,"A/73/L.84/Rev.1","A/RES/73/295","recorded vote","draft resolution","not important","not available"
"A/RES/73/296-FP","RS-073","A/73/PV.85",0,"A/73/L.85/Add.1","A/RES/73/296","adopted without vote","draft resolution","not important","not available"
"A/RES/73/297-FP","RS-073","A/73/PV.85",0,"A/73/L.87/Add.1","A/RES/73/297","adopted without vote","draft resolution","not important","not available"
"A/RES/73/298-FP","RS-073","A/73/PV.88",7,"A/73/L.89/Add.1","A/RES/73/298","recorded vote","draft resolution","important","Russian Federation"
"A/RES/73/299-FP","RS-073","A/73/PV.90",0,"A/73/L.91","A/RES/73/299","adopted without vote","draft resolution","not important","not available"
"A/RES/73/300-FP","RS-073","A/73/PV.91",0,"A/73/L.92/Add.1","A/RES/73/300","adopted without vote","draft resolution","not important","not available"
"A/RES/73/301-FP","RS-073","A/73/PV.91",0,"A/73/L.93","A/RES/73/301","adopted without vote","draft resolution","not important","not available"
"A/RES/73/302-FP","RS-073","A/73/PV.91",0,"A/73/L.90/Add.1","A/RES/73/302","adopted without vote","draft resolution","not important","not available"
"A/RES/73/303-FP","RS-073","A/73/PV.95",0,"A/73/L.95/Add.1","A/RES/73/303","adopted without vote","draft resolution","important","not available"
"A/RES/73/305-FP","RS-073","A/73/PV.95",0,"A/73/L.88/Add.1","A/RES/73/305","adopted without vote","draft resolution","not important","not available"
"A/RES/73/304-FP","RS-073","A/73/PV.95",10,"A/73/L.94/Add.1","A/RES/73/304","recorded vote","draft resolution","important","not available"
"A/RES/73/278[B]-FP","RS-073","A/73/PV.97",0,"A/73/674/Add.1","A/RES/73/278[B]","adopted without vote","draft resolution","not important","not available"
"A/RES/73/306-FP","RS-073","A/73/PV.97",0,"A/73/686/Add.2","A/RES/73/306","adopted without vote","draft resolution","not important","not available"
"A/RES/73/307-FP","RS-073","A/73/PV.97",0,"A/73/923","A/RES/73/307","adopted without vote","draft resolution","not important","not available"
"A/RES/73/308-FP","RS-073","A/73/PV.97",0,"A/73/936","A/RES/73/308","adopted without vote","draft resolution","not important","not available"
"A/RES/73/309-FP","RS-073","A/73/PV.97",0,"A/73/936","A/RES/73/309","adopted without vote","draft resolution","not important","not available"
"A/RES/73/310-FP","RS-073","A/73/PV.97",0,"A/73/936","A/RES/73/310","adopted without vote","draft resolution","not important","not available"
"A/RES/73/311-FP","RS-073","A/73/PV.97",0,"A/73/925","A/RES/73/311","adopted without vote","draft resolution","not important","not available"
"A/RES/73/312-FP","RS-073","A/73/PV.97",0,"A/73/933","A/RES/73/312","adopted without vote","draft resolution","not important","not available"
"A/RES/73/313-FP","RS-073","A/73/PV.97",0,"A/73/921","A/RES/73/313","adopted without vote","draft resolution","not important","not available"
"A/RES/73/314-FP","RS-073","A/73/PV.97",0,"A/73/930","A/RES/73/314","adopted without vote","draft resolution","not important","not available"
"A/RES/73/315-FP","RS-073","A/73/PV.97",0,"A/73/929","A/RES/73/315","adopted without vote","draft resolution","not important","not available"
"A/RES/73/316-FP","RS-073","A/73/PV.97",0,"A/73/922","A/RES/73/316","adopted without vote","draft resolution","not important","not available"
"A/RES/73/317-FP","RS-073","A/73/PV.97",0,"A/73/932","A/RES/73/317","adopted without vote","draft resolution","not important","not available"
"A/RES/73/318-FP","RS-073","A/73/PV.97",0,"A/73/934","A/RES/73/318","adopted without vote","draft resolution","not important","not available"
"A/RES/73/319-FP","RS-073","A/73/PV.97",0,"A/73/935","A/RES/73/319","adopted without vote","draft resolution","not important","not available"
"A/RES/73/320-FP","RS-073","A/73/PV.97",0,"A/73/928","A/RES/73/320","adopted without vote","draft resolution","not important","not available"
"A/RES/73/321-FP","RS-073","A/73/PV.97",0,"A/73/931","A/RES/73/321","adopted without vote","draft resolution","not important","not available"
"A/RES/73/322-FP","RS-073","A/73/PV.97",0,"A/73/920","A/RES/73/322","adopted without vote","draft resolution","not important","not available"
"A/RES/73/323-FP","RS-073","A/73/PV.97",0,"A/73/924","A/RES/73/323","adopted without vote","draft resolution","not important","not available"
"A/RES/73/324-FP","RS-073","A/73/PV.97",0,"A/73/927","A/RES/73/324","adopted without vote","draft resolution","not important","not available"
"A/RES/73/325-FP","RS-073","A/73/PV.97",0,"A/73/926","A/RES/73/325","adopted without vote","draft resolution","not important","not available"
"A/RES/73/268[B]-FP","RS-073","A/73/PV.97",3,"A/73/671/Add.1","A/RES/73/268[B]","recorded vote","draft resolution","not important","not available"
"A/RES/73/321-A0100","RS-073","A/73/PV.97",7,"A/73/931","A/RES/73/321","recorded vote","amendment","not important","not available"
"A/RES/73/322-A0100","RS-073","A/73/PV.97",9,"A/73/920","A/RES/73/322","recorded vote","amendment","not important","not available"
"A/RES/74/1-FP","RS-074","A/74/PV.14",0,"A/74/483","A/RES/74/1","adopted without vote","draft resolution","not important","not available"
"A/RES/74/2-FP","RS-074","A/74/PV.14",0,"A/74/L.4","A/RES/74/2","adopted without vote","draft resolution","not important","not available"
"A/RES/74/3-FP","RS-074","A/74/PV.14",0,"A/74/L.3","A/RES/74/3","adopted without vote","draft resolution","not important","not available"
"A/RES/74/4-FP","RS-074","A/74/PV.15",0,"A/74/L.2","A/RES/74/4","adopted without vote","draft resolution","not important","not available"
"A/RES/74/5-FP","RS-074","A/74/PV.15",0,"A/74/L.1/Add.1","A/RES/74/5","adopted without vote","draft resolution","not important","not available"
"A/RES/74/6-FP","RS-074","A/74/PV.26",0,"A/74/L.8/Add.1","A/RES/74/6","adopted without vote","draft resolution","not important","not available"
"A/RES/74/7-FP","RS-074","A/74/PV.28",18,"A/74/L.6","A/RES/74/7","recorded vote","draft resolution","important","Syrian Arab Republic"
"A/RES/74/8-FP","RS-074","A/74/PV.30",0,"A/74/L.10/Add.1","A/RES/74/8","adopted without vote","draft resolution","not important","not available"
"A/RES/74/9-FP","RS-074","A/74/PV.36",23,"A/74/L.13/Add.1","A/RES/74/9","recorded vote","draft resolution","not important","Russian Federation"
"A/RES/74/10-FP","RS-074","A/74/PV.38",13,"A/74/L.14/Add.1","A/RES/74/10","recorded vote","draft resolution","important","not available"
"A/RES/74/11-FP","RS-074","A/74/PV.38",14,"A/74/L.15/Add.1","A/RES/74/11","recorded vote","draft resolution","important","not available"
"A/RES/74/12-FP","RS-074","A/74/PV.38",14,"A/74/L.16/Add.1","A/RES/74/12","recorded vote","draft resolution","important","not available"
"A/RES/74/13-FP","RS-074","A/74/PV.38",15,"A/74/L.17/Add.1","A/RES/74/13","recorded vote","draft resolution","not important","not available"
"A/RES/74/14-FP","RS-074","A/74/PV.38",17,"A/74/L.9/Add.1","A/RES/74/14","recorded vote","draft resolution","not important","not available"
"A/RES/74/15-FP","RS-074","A/74/PV.39",0,"A/74/L.7","A/RES/74/15","adopted without vote","draft resolution","not important","not available"
"A/RES/74/16-FP","RS-074","A/74/PV.41",0,"A/74/L.18/Add.1","A/RES/74/16","adopted without vote","draft resolution","not important","not available"
"A/RES/74/17-FP","RS-074","A/74/PV.41",20,"A/74/L.12/Rev.1/Add.1","A/RES/74/17","recorded vote","draft resolution","important","Russian Federation"
"A/RES/74/18-FP","RS-074","A/74/PV.43",0,"A/74/L.21/Add.1","A/RES/74/18","adopted without vote","draft resolution","not important","not available"
"A/RES/74/19-FP","RS-074","A/74/PV.43",22,"A/74/L.22/Add.1","A/RES/74/19","recorded vote","draft resolution","not important","Turkey"
"A/RES/74/20-FP","RS-074","A/74/PV.44",0,"A/74/L.26/Add.1","A/RES/74/20","adopted without vote","draft resolution","not important","not available"
"A/RES/74/21-FP","RS-074","A/74/PV.45",0,"A/74/L.23/Add.1","A/RES/74/21","adopted without vote","draft resolution","not important","not available"
"A/RES/74/22-FP","RS-074","A/74/PV.45",0,"A/74/L.24/Add.1","A/RES/74/22","adopted without vote","draft resolution","not important","not available"
"A/RES/74/23-FP","RS-074","A/74/PV.45",0,"A/74/L.25/Add.1","A/RES/74/23","adopted without vote","draft resolution","not important","not available"
"A/RES/74/26-FP","RS-074","A/74/PV.46",0,"A/74/362","A/RES/74/26","adopted without vote","draft resolution","not important","not available"
"A/RES/74/27-FP","RS-074","A/74/PV.46",0,"A/74/451","A/RES/74/27","adopted without vote","draft resolution","not important","not available"
"A/RES/74/34-A0100","RS-074","A/74/PV.46",0,"A/74/366","A/RES/74/34","adopted without vote","amendment","not important","not available"
"A/RES/74/35-FP","RS-074","A/74/PV.46",0,"A/74/367","A/RES/74/35","adopted without vote","draft resolution","not important","not available"
"A/RES/74/37-FP","RS-074","A/74/PV.46",0,"A/74/368","A/RES/74/37","adopted without vote","draft resolution","not important","not available"
"A/RES/74/39-FP","RS-074","A/74/PV.46",0,"A/74/368","A/RES/74/39","adopted without vote","draft resolution","not important","not available"
"A/RES/74/43-FP","RS-074","A/74/PV.46",0,"A/74/368","A/RES/74/43","adopted without vote","draft resolution","important","not available"
"A/RES/74/51-FP","RS-074","A/74/PV.46",0,"A/74/368","A/RES/74/51","adopted without vote","draft resolution","not important","not available"
"A/RES/74/52-FP","RS-074","A/74/PV.46",0,"A/74/368","A/RES/74/52","adopted without vote","draft resolution","not important","not available"
"A/RES/74/57-FP","RS-074","A/74/PV.46",0,"A/74/368","A/RES/74/57","adopted without vote","draft resolution","not important","not available"
"A/RES/74/58-FP","RS-074","A/74/PV.46",0,"A/74/368","A/RES/74/58","adopted without vote","draft resolution","not important","not available"
"A/RES/74/60-FP","RS-074","A/74/PV.46",0,"A/74/368","A/RES/74/60","adopted without vote","draft resolution","not important","not available"
"A/RES/74/64-FP","RS-074","A/74/PV.46",0,"A/74/368","A/RES/74/64","adopted without vote","draft resolution","not important","not available"
"A/RES/74/65-FP","RS-074","A/74/PV.46",0,"A/74/368","A/RES/74/65","adopted without vote","draft resolution","not important","not available"
"A/RES/74/69-FP","RS-074","A/74/PV.46",0,"A/74/369","A/RES/74/69","adopted without vote","draft resolution","not important","not available"
"A/RES/74/70-FP","RS-074","A/74/PV.46",0,"A/74/369","A/RES/74/70","adopted without vote","draft resolution","not important","not available"
"A/RES/74/71-FP","RS-074","A/74/PV.46",0,"A/74/369","A/RES/74/71","adopted without vote","draft resolution","not important","not available"
"A/RES/74/72-FP","RS-074","A/74/PV.46",0,"A/74/369","A/RES/74/72","adopted without vote","draft resolution","not important","not available"
"A/RES/74/73-FP","RS-074","A/74/PV.46",0,"A/74/369","A/RES/74/73","adopted without vote","draft resolution","not important","not available"
"A/RES/74/74-FP","RS-074","A/74/PV.46",0,"A/74/370","A/RES/74/74","adopted without vote","draft resolution","not important","not available"
"A/RES/74/76-FP","RS-074","A/74/PV.46",0,"A/74/372","A/RES/74/76","adopted without vote","draft resolution","not important","not available"
"A/RES/74/79-FP","RS-074","A/74/PV.46",0,"A/74/375","A/RES/74/79","adopted without vote","draft resolution","not important","not available"
"A/RES/74/24-FP","RS-074","A/74/PV.46",3,"A/74/360","A/RES/74/24","recorded vote","draft resolution","not important","not available"
"A/RES/74/25-FP","RS-074","A/74/PV.46",4,"A/74/361","A/RES/74/25","recorded vote","draft resolution","not important","not available"
"A/RES/74/28-FP","RS-074","A/74/PV.46",5,"A/74/363","A/RES/74/28","recorded vote","draft resolution","important","not available"
"A/RES/74/29-FP","RS-074","A/74/PV.46",6,"A/74/363","A/RES/74/29","recorded vote","draft resolution","not important","not available"
"A/RES/74/30-FP","RS-074","A/74/PV.46",6,"A/74/364","A/RES/74/30","recorded vote","draft resolution","important","not available"
"A/RES/74/31-FP","RS-074","A/74/PV.46",7,"A/74/365","A/RES/74/31","recorded vote","draft resolution","not important","not available"
"A/RES/74/32-FP","RS-074","A/74/PV.46",8,"A/74/366","A/RES/74/32","recorded vote","draft resolution","not important","not available"
"A/RES/74/33-S0100","RS-074","A/74/PV.46",9,"A/74/366","A/RES/74/33","recorded vote","separate vote","not important","not available"
"A/RES/74/33-FP","RS-074","A/74/PV.46",10,"A/74/366","A/RES/74/33","recorded vote","draft resolution","not important","not available"
"A/RES/74/34-S0100","RS-074","A/74/PV.46",10,"A/74/366","A/RES/74/34","recorded vote","separate vote","not important","not available"
"A/RES/74/34-FP","RS-074","A/74/PV.46",11,"A/74/366","A/RES/74/34","recorded vote","draft resolution","important","not available"
"A/RES/74/36-S0100","RS-074","A/74/PV.46",12,"A/74/368","A/RES/74/36","recorded vote","separate vote","not important","not available"
"A/RES/74/36-FP","RS-074","A/74/PV.46",13,"A/74/368","A/RES/74/36","recorded vote","draft resolution","not important","not available"
"A/RES/74/38-S0100","RS-074","A/74/PV.46",13,"A/74/368","A/RES/74/38","recorded vote","separate vote","not important","not available"
"A/RES/74/38-S0200","RS-074","A/74/PV.46",14,"A/74/368","A/RES/74/38","recorded vote","separate vote","not important","not available"
"A/RES/74/38-FP","RS-074","A/74/PV.46",15,"A/74/368","A/RES/74/38","recorded vote","draft resolution","not important","not available"
"A/RES/74/40-S0100","RS-074","A/74/PV.46",15,"A/74/368","A/RES/74/40","recorded vote","separate vote","not important","not available"
"A/RES/74/40-S0200","RS-074","A/74/PV.46",16,"A/74/368","A/RES/74/40","recorded vote","separate vote","not important","not available"
"A/RES/74/40-S0300","RS-074","A/74/PV.46",16,"A/74/368","A/RES/74/40","recorded vote","separate vote","not important","not available"
"A/RES/74/40-S0400","RS-074","A/74/PV.46",17,"A/74/368","A/RES/74/40","recorded vote","separate vote","not important","not available"
"A/RES/74/40-FP","RS-074","A/74/PV.46",18,"A/74/368","A/RES/74/40","recorded vote","draft resolution","important","not available"
"A/RES/74/40-S0500","RS-074","A/74/PV.46",18,"A/74/368","A/RES/74/40","recorded vote","separate vote","not important","not available"
"A/RES/74/41-S0100","RS-074","A/74/PV.46",19,"A/74/368","A/RES/74/41","recorded vote","separate vote","not important","not available"
"A/RES/74/41-S0200","RS-074","A/74/PV.46",19,"A/74/368","A/RES/74/41","recorded vote","separate vote","not important","not available"
"A/RES/74/41-FP","RS-074","A/74/PV.46",20,"A/74/368","A/RES/74/41","recorded vote","draft resolution","important","not available"
"A/RES/74/42-FP","RS-074","A/74/PV.46",20,"A/74/368","A/RES/74/42","recorded vote","draft resolution","not important","not available"
"A/RES/74/44-FP","RS-074","A/74/PV.46",21,"A/74/368","A/RES/74/44","recorded vote","draft resolution","not important","not available"
"A/RES/74/45-S0100","RS-074","A/74/PV.46",22,"A/74/368","A/RES/74/45","recorded vote","separate vote","not important","not available"
"A/RES/74/45-S0200","RS-074","A/74/PV.46",22,"A/74/368","A/RES/74/45","recorded vote","separate vote","not important","not available"
"A/RES/74/45-FP","RS-074","A/74/PV.46",23,"A/74/368","A/RES/74/45","recorded vote","draft resolution","important","not available"
"A/RES/74/45-S0300","RS-074","A/74/PV.46",23,"A/74/368","A/RES/74/45","recorded vote","separate vote","not important","not available"
"A/RES/74/46-S0100","RS-074","A/74/PV.46",24,"A/74/368","A/RES/74/46","recorded vote","separate vote","not important","not available"
"A/RES/74/46-S0200","RS-074","A/74/PV.46",25,"A/74/368","A/RES/74/46","recorded vote","separate vote","not important","not available"
"A/RES/74/46-S0300","RS-074","A/74/PV.46",25,"A/74/368","A/RES/74/46","recorded vote","separate vote","not important","not available"
"A/RES/74/46-S0400","RS-074","A/74/PV.46",26,"A/74/368","A/RES/74/46","recorded vote","separate vote","not important","not available"
"A/RES/74/46-S0500","RS-074","A/74/PV.46",26,"A/74/368","A/RES/74/46","recorded vote","separate vote","not important","not available"
"A/RES/74/46-FP","RS-074","A/74/PV.46",27,"A/74/368","A/RES/74/46","recorded vote","draft resolution","not important","not available"
"A/RES/74/47-FP","RS-074","A/74/PV.46",28,"A/74/368","A/RES/74/47","recorded vote","draft resolution","not important","not available"
"A/RES/74/47-S0100","RS-074","A/74/PV.46",28,"A/74/368","A/RES/74/47","recorded vote","separate vote","not important","not available"
"A/RES/74/48-S0100","RS-074","A/74/PV.46",29,"A/74/368","A/RES/74/48","recorded vote","separate vote","not important","not available"
"A/RES/74/48-S0200","RS-074","A/74/PV.46",29,"A/74/368","A/RES/74/48","recorded vote","separate vote","not important","not available"
"A/RES/74/48-FP","RS-074","A/74/PV.46",30,"A/74/368","A/RES/74/48","recorded vote","draft resolution","not important","not available"
"A/RES/74/49-S0100","RS-074","A/74/PV.46",31,"A/74/368","A/RES/74/49","recorded vote","separate vote","not important","not available"
"A/RES/74/49-S0200","RS-074","A/74/PV.46",31,"A/74/368","A/RES/74/49","recorded vote","separate vote","not important","not available"
"A/RES/74/49-FP","RS-074","A/74/PV.46",32,"A/74/368","A/RES/74/49","recorded vote","draft resolution","not important","not available"
"A/RES/74/49-S0300","RS-074","A/74/PV.46",32,"A/74/368","A/RES/74/49","recorded vote","separate vote","not important","not available"
"A/RES/74/50-FP","RS-074","A/74/PV.46",33,"A/74/368","A/RES/74/50","recorded vote","draft resolution","not important","not available"
"A/RES/74/51-S0100","RS-074","A/74/PV.46",34,"A/74/368","A/RES/74/51","recorded vote","separate vote","not important","not available"
"A/RES/74/53-S0100","RS-074","A/74/PV.46",34,"A/74/368","A/RES/74/53","recorded vote","separate vote","not important","not available"
"A/RES/74/53-FP","RS-074","A/74/PV.46",35,"A/74/368","A/RES/74/53","recorded vote","draft resolution","not important","not available"
"A/RES/74/54-FP","RS-074","A/74/PV.46",36,"A/74/368","A/RES/74/54","recorded vote","draft resolution","not important","not available"
"A/RES/74/54-S0100","RS-074","A/74/PV.46",36,"A/74/368","A/RES/74/54","recorded vote","separate vote","not important","not available"
"A/RES/74/55-FP","RS-074","A/74/PV.46",37,"A/74/368","A/RES/74/55","recorded vote","draft resolution","not important","not available"
"A/RES/74/56-FP","RS-074","A/74/PV.46",37,"A/74/368","A/RES/74/56","recorded vote","draft resolution","not important","not available"
"A/RES/74/59-S0100","RS-074","A/74/PV.46",38,"A/74/368","A/RES/74/59","recorded vote","separate vote","not important","not available"
"A/RES/74/59-S0200","RS-074","A/74/PV.46",39,"A/74/368","A/RES/74/59","recorded vote","separate vote","not important","not available"
"A/RES/74/59-S0300","RS-074","A/74/PV.46",39,"A/74/368","A/RES/74/59","recorded vote","separate vote","not important","not available"
"A/RES/74/59-FP","RS-074","A/74/PV.46",40,"A/74/368","A/RES/74/59","recorded vote","draft resolution","not important","not available"
"A/RES/74/60-S0100","RS-074","A/74/PV.46",40,"A/74/368","A/RES/74/60","recorded vote","separate vote","not important","not available"
"A/RES/74/60-S0200","RS-074","A/74/PV.46",41,"A/74/368","A/RES/74/60","recorded vote","separate vote","not important","not available"
"A/RES/74/60-S0300","RS-074","A/74/PV.46",42,"A/74/368","A/RES/74/60","recorded vote","separate vote","not important","not available"
"A/RES/74/61-FP","RS-074","A/74/PV.46",42,"A/74/368","A/RES/74/61","recorded vote","draft resolution","not important","not available"
"A/RES/74/62-S0100","RS-074","A/74/PV.46",43,"A/74/368","A/RES/74/62","recorded vote","separate vote","not important","not available"
"A/RES/74/62-FP","RS-074","A/74/PV.46",44,"A/74/368","A/RES/74/62","recorded vote","draft resolution","not important","not available"
"A/RES/74/63-S0100","RS-074","A/74/PV.46",44,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-S0200","RS-074","A/74/PV.46",45,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-S0300","RS-074","A/74/PV.46",45,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-S0400","RS-074","A/74/PV.46",46,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-S0500","RS-074","A/74/PV.46",47,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-S0600","RS-074","A/74/PV.46",47,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-S0700","RS-074","A/74/PV.46",48,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-S0800","RS-074","A/74/PV.46",48,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-S0900","RS-074","A/74/PV.46",49,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-S1000","RS-074","A/74/PV.46",50,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-S1100","RS-074","A/74/PV.46",50,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-S1200","RS-074","A/74/PV.46",51,"A/74/368","A/RES/74/63","recorded vote","separate vote","not important","not available"
"A/RES/74/63-FP","RS-074","A/74/PV.46",52,"A/74/368","A/RES/74/63","recorded vote","draft resolution","not important","not available"
"A/RES/74/64-S0100","RS-074","A/74/PV.46",52,"A/74/368","A/RES/74/64","recorded vote","separate vote","not important","not available"
"A/RES/74/66-FP","RS-074","A/74/PV.46",53,"A/74/368","A/RES/74/66","recorded vote","draft resolution","not important","not available"
"A/RES/74/67-FP","RS-074","A/74/PV.46",54,"A/74/368","A/RES/74/67","recorded vote","draft resolution","not important","not available"
"A/RES/74/68-FP","RS-074","A/74/PV.46",55,"A/74/369","A/RES/74/68","recorded vote","draft resolution","important","not available"
"A/RES/74/74-S0100","RS-074","A/74/PV.46",57,"A/74/370","A/RES/74/74","recorded vote","separate vote","not important","not available"
"A/RES/74/74-S0200","RS-074","A/74/PV.46",58,"A/74/370","A/RES/74/74","recorded vote","separate vote","not important","not available"
"A/RES/74/75-S0100","RS-074","A/74/PV.46",59,"A/74/371","A/RES/74/75","recorded vote","separate vote","not important","not available"
"A/RES/74/75-S0200","RS-074","A/74/PV.46",59,"A/74/371","A/RES/74/75","recorded vote","separate vote","not important","not available"
"A/RES/74/75-FP","RS-074","A/74/PV.46",60,"A/74/371","A/RES/74/75","recorded vote","draft resolution","important","not available"
"A/RES/74/77-S0100","RS-074","A/74/PV.46",61,"A/74/373","A/RES/74/77","recorded vote","separate vote","not important","not available"
"A/RES/74/77-S0200","RS-074","A/74/PV.46",61,"A/74/373","A/RES/74/77","recorded vote","separate vote","not important","not available"
"A/RES/74/77-FP","RS-074","A/74/PV.46",62,"A/74/373","A/RES/74/77","recorded vote","draft resolution","not important","not available"
"A/RES/74/78-S0100","RS-074","A/74/PV.46",63,"A/74/374","A/RES/74/78","recorded vote","separate vote","not important","not available"
"A/RES/74/78-S0200","RS-074","A/74/PV.46",63,"A/74/374","A/RES/74/78","recorded vote","separate vote","not important","not available"
"A/RES/74/78-FP","RS-074","A/74/PV.46",64,"A/74/374","A/RES/74/78","recorded vote","draft resolution","not important","not available"
"A/RES/74/100-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/100","adopted without vote","draft resolution","not important","not available"
"A/RES/74/101-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/101","adopted without vote","draft resolution","not important","not available"
"A/RES/74/102-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/102","adopted without vote","draft resolution","not important","not available"
"A/RES/74/103-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/103","adopted without vote","draft resolution","not important","not available"
"A/RES/74/104-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/104","adopted without vote","draft resolution","not important","not available"
"A/RES/74/105-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/105","adopted without vote","draft resolution","not important","not available"
"A/RES/74/106-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/106","adopted without vote","draft resolution","not important","not available"
"A/RES/74/107-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/107","adopted without vote","draft resolution","not important","not available"
"A/RES/74/108-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/108","adopted without vote","draft resolution","not important","not available"
"A/RES/74/109-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/109","adopted without vote","draft resolution","not important","not available"
"A/RES/74/110-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/110","adopted without vote","draft resolution","not important","not available"
"A/RES/74/111-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/111","adopted without vote","draft resolution","not important","not available"
"A/RES/74/80-FP","RS-074","A/74/PV.47",0,"A/74/406","A/RES/74/80","adopted without vote","draft resolution","not important","not available"
"A/RES/74/81-FP","RS-074","A/74/PV.47",0,"A/74/407","A/RES/74/81","adopted without vote","draft resolution","not important","not available"
"A/RES/74/82-FP","RS-074","A/74/PV.47",0,"A/74/408","A/RES/74/82","adopted without vote","draft resolution","important","not available"
"A/RES/74/91-FP","RS-074","A/74/PV.47",0,"A/74/412","A/RES/74/91","adopted without vote","draft resolution","not important","not available"
"A/RES/74/92[A]-FP","RS-074","A/74/PV.47",0,"A/74/413","A/RES/74/92[A]","adopted without vote","draft resolution","not important","not available"
"A/RES/74/92[B]-FP","RS-074","A/74/PV.47",0,"A/74/413","A/RES/74/92[B]","adopted without vote","draft resolution","not important","not available"
"A/RES/74/96-FP","RS-074","A/74/PV.47",0,"A/74/417","A/RES/74/96","adopted without vote","draft resolution","not important","not available"
"A/RES/74/97-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/97","adopted without vote","draft resolution","not important","not available"
"A/RES/74/98-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/98","adopted without vote","draft resolution","not important","not available"
"A/RES/74/99-FP","RS-074","A/74/PV.47",0,"A/74/418","A/RES/74/99","adopted without vote","draft resolution","not important","not available"
"A/RES/74/83-FP","RS-074","A/74/PV.47",5,"A/74/409","A/RES/74/83","recorded vote","draft resolution","important","not available"
"A/RES/74/84-FP","RS-074","A/74/PV.47",5,"A/74/409","A/RES/74/84","recorded vote","draft resolution","not important","not available"
